bien venido	welcome	(cl:subst;)/
billete	pass	(cl:subst;masc;)/
biología	biology	(cl:subst;fem;)/
bisabuela	great-grandmother	(cl:subst;fem;)/
bisnieto	great-grandson	(cl:subst;)/
blanco	white	(cl:adj;)/
boca	mouth	(cl:subst;fem;)/
boda	wedding	(cl:subst;fem;)/
bollo	cake	(cl:subst;masc;)/
bolsa	bag	(cl:subst;fem;)/		bag	(cl:subst;fem;)/
bombilla	lamp	(cl:subst;fem;)/
bonito	beautiful	(cl:adj;)/
borde	border	(cl:subst;masc;)/		edge	(cl:subst;)/
borrar	delete	(cl:vb;)/
botella	bottle	(cl:subst;fem;)/
botón	button	(cl:subst;masc;)/
bravo	brave	(cl:adj;)/
brazo	arm	(cl:subst;masc;)/
brillante	bright	(cl:adj;)/
brillar	shine	(cl:vb;)/
británico	british	(cl:adj/subst;)/
broma	joke	(cl:subst;fem;)/
bucear	sink	(cl:vb;)/
bueno	good	(cl:adj;)/
burro	donkey	(cl:subst;masc;)/
buscar	look for	(cl:vb;)/		search	(cl:vb;)/
busqueda	search	(cl:subst;fem;)/
buzón	mailbox	(cl:subst;)/
básico	basic	(cl:adj;)/
búho	owl	(cl:subst;)/
búlgaro	bulgarian	(cl:adj/subst;)/
caballero	gentleman	(cl:subst;masc;)/		knight	(cl:subst;masc;)/
caballo	horse	(cl:subst;masc;)/
cabeza	head	(cl:subst;fem;)/
cable	cable	(cl:subst;masc;)/
cabra	goat	(cl:subst;fem;)/
cada	each	(cl:art;sing;)/(sing;)
cada uno	each	(cl:pron;sing;)/(sing;)
cadena	chain	(cl:subst;fem;)/
cadera	hip	(cl:subst;fem;)/
caer	fall	(cl:vb;)/
café	coffee	(cl:subst;masc;)/
caja	box	(cl:subst;fem;)/		cashier	(cl:subst;)/
calcular	calculate	(cl:vb;)/
calefacción	warmth	(cl:subst;)/
calentar	warm	(cl:vb;)/		heat	(cl:vb;)/
caliente	hot	(cl:adj;)/
calle	street	(cl:subst;fem;)/
calmo	calm	(cl:adj;)/
calor	heat	(cl:subst;)/
cama	bed	(cl:subst;fem;)/
camarero	waiter	(cl:subst;)/		waiter	(cl:subst;)/
cambiar	change	(cl:vb;)/		exchange	(cl:vb;)/		change	(cl:vb;)/		switch	(cl:vb;)/
cambio	change	(cl:subst;masc;)/		exchange	(cl:subst;masc;)/		change	(cl:subst;masc;)/
caminar	walk	(cl:vb;)/
campana	bell	(cl:subst;fem;)/
campanilla	bell	(cl:subst;fem;)/
campesino	farmer	(cl:subst;)/
campo	field	(cl:subst;masc;)/
canadiense	canadian	(cl:adj/subst;)/
cancelar	cancel	(cl:vb;)/
canción	song	(cl:subst;fem;)/
cansado	tired	(cl:adj;)/
cantar	sing	(cl:vb;)/
cantidad	amount	(cl:subst;fem;)/
capacidad	ability	(cl:subst;fem;)/
capaz	able	(cl:adj;)/
capilla	chapel	(cl:subst;fem;)/
capital	capital	(cl:subst;fem;)/		capital	(cl:adj;)/
capitular	surrender	(cl:vb;)/
característica	trait	(cl:subst;fem;)/
características	features	(cl:subst;fem;plu;)/(plu)
carbón	carbon	(cl:subst;masc;)/
cariño	beloved	(cl:adj;)/
carne	meat	(cl:subst;fem;)/
carne de cerdo	pork	(cl:subst;)/
carne de cordero	lamb	(cl:subst;)/
carne de vaca	beef	(cl:subst;fem;)/
carnero	sheep	(cl:subst;masc;)/
caro	expensive	(cl:adj;)/
carretera	road	(cl:subst;fem;)/
carta	letter	(cl:subst;fem;)/
casa	house	(cl:subst;fem;)/(fem;)
casado	married	(cl:adj;)/
casarse	marry	(cl:vb;)/
casi	almost	(cl:adv;)/		nearly	(cl:adv;)/		about to	(cl:adv;)/
caso	case	(cl:subst;masc;)/
castillo	castle	(cl:subst;masc;)/
categoría	category	(cl:subst;fem;)/
catálogo	directory	(cl:subst;masc;)/
católico	catholic	(cl:adj;)/
causa	cause	(cl:subst;fem;)/
causar	cause	(cl:vb;)/
caída	fall	(cl:subst;fem;)/
cebolla	onion	(cl:subst;fem;)/
ceder	give up	(cl:vb;)/
celebrar	celebrate	(cl:vb;)/
celular	cellular	(cl:adj;)/
cena	dinner	(cl:subst;fem;)/
cenizas	ashes	(cl:subst;plu;)/(plu;)
censo	census	(cl:subst;masc;)/
central	central	(cl:adj/subst;)/
centro	center	(cl:subst;masc;)/		center	(cl:subst;masc;)/
cepillo	brush	(cl:subst;masc;)/		toothbrush	(cl:subst;)/
cerca	fence	(cl:subst;fem;)/		close	(cl:adv;)/
