born	nascido	(cl:adj;)/
boss	chefe	(cl:adj;)/
both	ambos	(cl:pron;plu;)/(plu;)		ambos	(cl:art;plu;)/(plu;)		tanto	/
bottle	garrafa	(cl:subst;)/(fem;)
bottom	fundo	(cl:subst;)/(masc;)
boundary	limite	(cl:subst;)/(masc;)
bowl	tigela	(cl:subst;)/(fem;)		jogar boliche	(cl:vb;)/
box	caixa	(cl:subst;)/(fem;)
boy	menino	(cl:subst;masc;)/(masc;)
brain	cérebro	(cl:subst;)/(masc;)
brake	frear	(cl:vb;)/
brave	corajoso	(cl:adj;)/
bread	pão	(cl:subst;)/(masc;)
breakdown	colapso	(cl:subst;)/
breakfast	desjejum	(cl:subst;)/(masc;)
breast	peito	(cl:subst;)/(masc;)
breathe	respirar	(cl:vb;)/
breed	raça	(cl:subst;)/(fem;)		procriar	(cl:vb;)/
breeder	criador	(cl:subst;)/
bridge	ponte	(cl:subst;)/(fem;)
bright	brilhante	(cl:adj;)/		esplendor	(cl:subst;)/
bring	trazer	(cl:vb;)/
britain	Bretanha	(cl:pron;sing;)/(sing;)
british	britânico	(cl:adj/subst;)/
brock	texugo	(cl:subst;)/
broken	quebrado	(cl:adj;)/
brother	irmão	(cl:subst;)/(masc;)
brotherhood	fraternidade	(cl:subst;)/(fem;)
brown	marrom	(cl:adj;)/
brush	escova	(cl:subst;)/(fem;)
budget	orçamento	(cl:subst;)/
build	construir	(cl:vb;)/
building	construção	(cl:subst;)/(fem;)		prédio	(cl:subst;)/(masc;)
bulgarian	búlgaro	(cl:adj/subst;)/
bulletin	boletim	(cl:subst;)/
burn	queimar	(cl:vb;)/
bus	ônibus	(cl:subst;)/(masc;)		ônibus	(cl:subst;)/(masc;)
bush	arbusto	(cl:subst;)/(masc;)
business	negócio	(cl:subst;)/(masc;)
but	mas	(cl:conj;)/		exceto	(cl:prep;)/
but rather	mas sim	(cl:conj;)/
butter	manteiga	(cl:subst;)/(fem;)
butterfly	borboleta	(cl:subst;)/(fem;)
button	botão	(cl:subst;)/(masc;)
buy	comprar	(cl:vb;)/
buyer	comprador	(cl:subst;)/
by	por	(cl:prep;)/		perto	(cl:adv;)/
by now	agora	(cl:adv;)/
by the way	por sinal	(cl:adv;)/
bye	tchau	(cl:interj;)/
cabinet	gabinete	(cl:subst;sing;)/(sing;)		particular	(cl:adj;)/
cable	cabo	(cl:subst;)/(masc;)
cage	gaiola	(cl:subst;)/(fem;)
cake	bolo	(cl:subst;)/(masc;)
calculate	calcular	(cl:vb;)/
calf	vitela	(cl:subst;)/
calico	pontilhar	(cl:subst;)/
call	chamar	(cl:vb;)/		chamado	(cl:subst;)/
called	chamar	(cl:vb;be ~;)/(reflex;)
calm	calmo	(cl:adj;)/
campaign	tomar parte em campanha	(cl:vb;)/		campanha	(cl:subst;)/		tomar parte em campanha	(cl:vb;)/
can	poder	(cl:vb;)/		lata	(cl:subst;)/(fem;)
can hardly	mal poder	(cl:vb;)/
can't	não poder	(cl:vb;)/
canadian	canadense	(cl:adj/subst;)/
cancel	cancelar	(cl:vb;)/
cancer	câncer	(cl:subst;)/(masc;)
candle	vela	(cl:subst;)/(fem;)
canned	enlatado	(cl:adj;)/
cannot	não poder	(cl:vb;)/
capital	capital	(cl:subst;)/(fem;)		capital	(cl:adj;)/
car	carro	(cl:subst;)/(masc;)
carbon	carvão	(cl:subst;)/(masc;)
card	cartão	(cl:subst;)/(masc;)
cardboard	papelão	(cl:subst;)/
care	cuidado	(cl:subst;)/(masc;)		cuidar	(cl:vb;)/		cuidar	(cl:vb;)/
carefully	cuidadosamente	(cl:adv;)/
carpet	tapete	(cl:subst;)/(masc;)
carrier	transportador	(cl:subst;)/
carrot	cenoura	(cl:subst;)/(fem;)
carry	levar	(cl:vb;)/
case	caso	(cl:subst;)/(masc;)
cash	dinheiro	(cl:subst;)/		descontar	(cl:vb;)/
cashier	caixa	(cl:subst;)/
castle	castelo	(cl:subst;)/(masc;)
cat	gato	(cl:subst;)/
catch	pegar	(cl:vb;)/
category	categoria	(cl:subst;)/(fem;)
catholic	católico	(cl:adj;)/
cause	causar	(cl:vb;)/		causa	(cl:subst;)/(fem;)
celar	porão	(cl:subst;)/
celebrate	celebrar	(cl:vb;)/
cell	célula	(cl:subst;)/
cellphone	celular	(cl:subst;)/
cellular	celular	(cl:adj;)/
census	censo	(cl:subst;)/(masc;)
center	centro	(cl:subst;)/(masc;)		centro	(cl:subst;)/(masc;)
central	central	(cl:adj/subst;)/
century	século	(cl:subst;)/(masc;)
cereal	cereal	(cl:subst;)/
certain	certo	(cl:adj;)/
certainly	certamente	(cl:adv;)/
certificate	certificado	(cl:subst;)/(masc;)
chain	corrente	(cl:subst;)/(fem;)
chair	cadeira	(cl:subst;)/(fem;)
chairman	presidente	(cl:subst;sing;)/(sing;)
chance	ocorrer	(cl:vb;)/		acidental	(cl:adj;)/		chance	(cl:subst;)/
